Instancia,Tempo(ms),UtilizacaoReal,UtilizacaoGardeynWauters,Recipientes,TamanhoDoBando,TamanhoDoVoo,IteracoesMaximas
MB_C6_50,8801,0.9995809722487901,0.9997904542242292,6,35,5,80
MB_C6_49,9327,0.9988879037575373,0.9994436514668653,5,35,5,80
MB_C6_43,8130,0.9952365194831789,0.9976086480551871,3,35,5,80
MB_C6_42,5008,0.9943676214323087,0.9971734451472072,5,35,5,80
MB_C6_39,5417,0.9971463853386635,0.9985712633031855,4,35,5,80
MB_C8_14,7680,0.9370484901190782,0.9663014516431689,13,35,5,80
MB_C8_13,4613,0.9569441735733782,0.977766989604544,16,35,5,80
MB_C8_12,6437,0.9577409142734764,0.9785230865716816,14,35,5,80
MB_C8_11,18288,0.9332360187381534,0.9656893709555803,19,35,5,80
MB_C2_01,1084,0.6730103806228374,0.7941176470588236,1,35,5,80
MB_C1_50,28672,0.9687372230053717,0.9840005232862373,40,35,5,80
MB_C1_42,21771,0.9700225694444445,0.9846813725490196,35,35,5,80
MB_C3_23,172,0.9694350658098845,0.9845208440802513,19,35,5,80
MB_C3_22,316,0.9795482168282029,0.9896663358766026,13,35,5,80
MB_C3_21,424,0.9766957114778654,0.988133217917251,14,35,5,80
MB_C3_20,725,0.9771159407206632,0.9884279071757593,10,35,5,80
MB_C3_19,1650,0.9790316196683149,0.9894477513227514,13,35,5,80
MB_C3_18,1398,0.9553627500395634,0.9771429999738823,14,35,5,80
MB_C3_17,4242,0.9855651106245653,0.9927365714318379,9,35,5,80
MB_C3_16,3385,0.9781234690474968,0.988926702558633,9,35,5,80
MB_C3_15,2528,0.9793919445433448,0.9895722926267283,10,35,5,80
MB_C3_14,8276,0.9770620322800248,0.9883877129367367,12,35,5,80
MB_C3_13,9435,0.9743790371656165,0.9870198034970763,12,35,5,80
MB_C3_12,11301,0.9754748073184611,0.9875265822140822,10,35,5,80
MB_C3_11,18570,0.9872861259194576,0.9936033188376938,8,35,5,80
MB_C3_10,3602,0.9634129447267646,0.9814204360732139,8,35,5,80
MB_C3_09,3236,0.972175623499657,0.9859259259259259,8,35,5,80
MB_C2_15,5404,0.9857261545573234,0.9927849927849928,3,35,5,80
MB_C2_14,3565,0.9696857785920552,0.9846059113300493,2,35,5,80
MB_C2_13,1964,0.9889506172839506,0.9944444444444445,3,35,5,80
MB_C2_12,3850,0.981738683127572,0.9907407407407408,2,35,5,80
MB_C2_11,315,0.9889197530864198,0.9944444444444445,1,35,5,80
MB_C2_10,50,0.8388033293697978,0.9158620689655173,1,35,5,80
MB_C2_09,1084,0.536628730961,0.6353305785123967,1,35,5,80
MB_C2_08,87,0.9767449813617866,0.9883040935672515,1,35,5,80
MB_C2_07,1012,0.8496030245746692,0.9217391304347826,1,35,5,80
MB_C2_06,557,0.9095963005829903,0.9525462962962963,1,35,5,80
MB_C2_05,42,0.7862058518005539,0.8782894736842105,1,35,5,80
MB_C2_04,756,0.9088702278141444,0.9533468559837728,1,35,5,80
MB_C2_03,870,0.8622448979591837,0.9285714285714286,1,35,5,80
MB_C2_02,54,0.6175506668291606,0.7858439201451906,1,35,5,80
MB_C1_43,15810,0.9859285714285715,0.9928571428571428,29,35,5,80
MB_C3_12,11878,0.9723984191806457,0.9860308441558442,12,35,5,80
MB_C3_11,3766,0.9902779250039485,0.9951258309591643,8,35,5,80
MB_C3_10,6204,0.9801454499647765,0.9899771286180017,7,35,5,80
MB_C3_09,3878,0.9711383159722222,0.9854166666666668,6,35,5,80
MB_C1_50,18305,0.974395976457178,0.9869441460794842,40,35,5,80
MB_C1_49,8956,0.9803830304310955,0.9900306662347479,36,35,5,80
MB_C1_44,8227,0.9707125145553719,0.984980694980695,34,35,5,80
MB_C4_14,4713,0.787812845,0.8793500000000001,3,35,5,80
MB_C4_13,4142,0.942921495689484,0.970602248289345,3,35,5,80
MB_C4_12,2020,0.8980555724322161,0.9461253032681605,2,35,5,80
MB_C4_11,53,0.968846617375345,0.9841966637401229,1,35,5,80
MB_C4_10,29,0.830539035467128,0.9066176470588235,1,35,5,80
MB_C4_09,174,0.9190854782022873,0.9586894586894587,1,35,5,80
MB_C4_08,52,0.9439348349594447,0.971563088512241,1,35,5,80
MB_C4_07,39,0.8581438578832894,0.9263605442176871,1,35,5,80
MB_C2_48,11418,0.9986679012345678,0.9993333333333332,6,35,5,80
MB_C2_47,12351,0.9977827160493827,0.9988888888888889,6,35,5,80
MB_C2_42,12283,0.9822721242348175,0.9909003831417625,6,35,5,80
MB_C1_40,7923,0.9764011779896771,0.9879617895545315,28,35,5,80
MB_C1_39,10549,0.9641206896551725,0.9817241379310345,31,35,5,80
MB_C1_38,13260,0.96638193359375,0.9826562499999999,30,35,5,80
MB_C1_37,24376,0.964574094435871,0.9817650462962962,33,35,5,80
MB_C10_49,13915,0.9925874958833918,0.9962824380641251,16,35,5,80
MB_C10_48,7440,0.9847799527919099,0.9922762444780145,22,35,5,80
MB_C10_45,4664,0.9893284067924488,0.994636409190085,19,35,5,80
MB_C7_01,580,0.9645706043506422,0.9821072319256875,7,35,5,80
MB_C6_50,16228,0.9993706558449723,0.9996852347092468,4,35,5,80
MB_C6_49,14160,0.998814515128112,0.999406977022152,6,35,5,80
MB_C6_48,11849,0.998294771887174,0.9991469068685228,7,35,5,80
MB_C6_41,10048,0.9965336097365626,0.998262545688962,5,35,5,80
MB_C6_40,5822,0.983053579563858,0.9913821250639502,5,35,5,80
MB_C6_38,2127,0.9983624447972266,0.9991804897702538,4,35,5,80
MB_C3_23,7395,0.9707401561502786,0.9851741903121632,18,35,5,80
MB_C3_22,5599,0.9845690335434281,0.9922412118414813,14,35,5,80
MB_C3_21,11741,0.9702053006357196,0.9845944950911641,14,35,5,80
MB_C3_20,6024,0.9723096732670649,0.985904144381653,10,35,5,80
MB_C1_22,15144,0.9757213699494951,0.9876136363636363,20,35,5,80
MB_C1_21,12694,0.9756241442199773,0.9876515151515153,23,35,5,80
MB_C1_20,10191,0.9719163635361553,0.9854563492063493,14,35,5,80
MB_C1_19,8887,0.9706,0.985,12,35,5,80
MB_C1_09,1440,0.9695571428571429,0.9842857142857143,8,35,5,80
MB_C1_08,1189,0.9678,0.9833333333333334,8,35,5,80
MB_C1_07,1124,0.9804333333333334,0.9900000000000001,6,35,5,80
MB_C7_40,19814,0.9523619356141393,0.9756877268762654,27,35,5,80
MB_C7_39,15612,0.9539736573462543,0.9765312540141937,27,35,5,80
MB_C7_36,11465,0.9566412309633582,0.9769886288060008,27,35,5,80
MB_C2_31,11134,0.9602027308865934,0.9791534391534391,5,35,5,80
MB_C2_30,8236,0.990736128258098,0.9953448884324071,4,35,5,80
MB_C2_29,6629,0.9985201646090536,0.9992592592592593,4,35,5,80
MB_C2_28,17971,0.9948349794238682,0.9974074074074074,5,35,5,80
MB_C1_48,14523,0.9756870601535076,0.987539358600583,35,35,5,80
MB_C1_47,16387,0.981119879672299,0.990427547363031,31,35,5,80
MB_C1_42,7485,0.9715873456790123,0.985462962962963,36,35,5,80
MB_C9_49,900,0.8700301547733883,0.9291277730238074,52,35,5,80
MB_C9_48,1046,0.86684691227175,0.9260353145491336,58,35,5,80
MB_C9_47,1183,0.9015602401041711,0.948115949232416,52,35,5,80
MB_C9_46,3575,0.8679925850129127,0.9296740210482984,61,35,5,80
MB_C9_45,2461,0.90282324048482,0.9488858731458731,48,35,5,80
MB_C9_44,7441,0.8421961809090461,0.9138893990143566,59,35,5,80
MB_C9_43,11781,0.8937753389521311,0.9429981572991716,51,35,5,80
MB_C9_42,17324,0.8730165209450392,0.9307841621225461,55,35,5,80
MB_C6_37,5546,0.9970898552303481,0.998542056910296,5,35,5,80
MB_C6_36,6476,0.9697637896497279,0.9845230680791657,4,35,5,80
MB_C6_35,4696,0.9904163251793017,0.9951677149371594,5,35,5,80
MB_C6_34,8523,0.9854777460099343,0.9926594180143402,3,35,5,80
MB_C5_50,13565,0.9596367842253957,0.9792167428582523,33,35,5,80
MB_C5_49,10120,0.9753540536004272,0.9874010900897501,29,35,5,80
MB_C5_47,5754,0.9776250179493229,0.9886994143759567,28,35,5,80
MB_C8_14,2696,0.9345333531325666,0.9649283456633637,12,35,5,80
MB_C8_13,7288,0.9571268652570049,0.9781039193508565,15,35,5,80
MB_C8_12,7793,0.9607773266827634,0.9800810967793622,15,35,5,80
MB_C8_11,5029,0.9250351824490409,0.961211028610648,18,35,5,80
MB_C8_10,483,0.9799109573079368,0.9898765734265733,5,35,5,80
MB_C8_09,11992,0.9740152016699378,0.986858121072827,10,35,5,80
MB_C8_08,2798,0.9363666097552881,0.9672101763172819,6,35,5,80
MB_C8_07,3858,0.9677429122748027,0.9836465831491035,7,35,5,80
MB_C7_07,3003,0.9837085068427595,0.9918095110626857,5,35,5,80
MB_C7_06,1983,0.9740661973782702,0.9868880701754386,7,35,5,80
MB_C7_05,3663,0.9848334466046044,0.9923521517458017,7,35,5,80
MB_C7_04,1922,0.9754330069437066,0.9875910256410257,7,35,5,80
MB_C7_03,3016,0.9662035951569578,0.9827915988233511,7,35,5,80
MB_C7_02,2819,0.9717065035327869,0.9857372262595792,8,35,5,80
MB_C6_45,8398,0.9808994788720916,0.9902209599812132,5,35,5,80
MB_C7_15,4338,0.973784398610316,0.9867466001193833,12,35,5,80
MB_C7_14,3498,0.9548048723768492,0.9770204104943052,14,35,5,80
MB_C7_13,6328,0.9600920142225084,0.9795492718748352,13,35,5,80
MB_C7_12,7495,0.9739543293059943,0.9868293543998629,14,35,5,80
MB_C7_11,8500,0.9718148645390746,0.9857542490744755,12,35,5,80
MB_C7_10,1300,0.9839639877238822,0.9919460169804356,6,35,5,80
MB_C7_09,3587,0.9632273920516404,0.9813340674381935,7,35,5,80
MB_C7_08,4082,0.9636724856185671,0.9815750000359946,6,35,5,80
MB_C7_04,1404,0.9756674494473417,0.9877463827838828,8,35,5,80
MB_C7_03,3713,0.9640184825,0.981725,7,35,5,80
MB_C7_02,1136,0.9774990318371344,0.9886538006324652,5,35,5,80
MB_C7_01,2513,0.9617704229234247,0.9805106331415482,7,35,5,80
MB_C6_41,13469,0.9964237953113834,0.9982077751139554,3,35,5,80
MB_C6_40,2924,0.9829620853015462,0.991347861407705,3,35,5,80
MB_C6_39,4462,0.9968713222400118,0.9984325996149795,6,35,5,80
MB_C7_48,6985,0.945424844278821,0.9720595597624208,33,35,5,80
MB_C7_47,11585,0.9803042433920817,0.9900493347412223,27,35,5,80
MB_C7_46,19633,0.944870785387485,0.9715298319760068,39,35,5,80
MB_C7_45,22031,0.9692448033667216,0.9842717895603145,25,35,5,80
MB_C7_34,13562,0.9380024732779925,0.9678135714652463,29,35,5,80
MB_C7_33,24510,0.958425871714403,0.9786998353351868,28,35,5,80
MB_C7_30,5423,0.9318823945003102,0.9647213409229923,21,35,5,80
MB_C9_34,2493,0.8918639943912748,0.9411165282183991,43,35,5,80
MB_C9_33,8013,0.8477599429427931,0.9178450104444247,43,35,5,80
MB_C9_32,8892,0.8469378493205536,0.917195888848384,44,35,5,80
MB_C9_31,27514,0.8887765491110964,0.9403778821133331,43,35,5,80
MB_C5_25,15780,0.9734540502692819,0.9866062709650164,18,35,5,80
MB_C5_24,13843,0.9689936192261233,0.9839845396506183,20,35,5,80
MB_C5_19,4866,0.9725509830094531,0.9860595462794919,13,35,5,80
MB_C5_45,1495,0.9625201008645984,0.980933113449985,32,35,5,80
MB_C5_44,2732,0.9700627074457104,0.9847250276638292,29,35,5,80
MB_C5_43,3390,0.9787855596844487,0.9892637635586048,29,35,5,80
MB_C5_42,3693,0.9648695104338242,0.981884631974983,30,35,5,80
MB_C5_41,6817,0.9662264900481901,0.9826965073636588,29,35,5,80
MB_C5_40,5156,0.9690106852271654,0.9837731099311979,23,35,5,80
MB_C5_39,12133,0.9439604760062201,0.9709179849181361,29,35,5,80
MB_C5_38,24212,0.9595597770994236,0.9794304112048801,26,35,5,80
MB_C4_32,15603,0.99820195,0.9991,4,35,5,80
MB_C4_31,9143,0.9956238888545548,0.9978045260030769,4,35,5,80
MB_C4_30,5925,0.9977245069333773,0.9988610605661461,5,35,5,80
MB_C4_29,6592,0.9897610764452004,0.9948427672955975,5,35,5,80
MB_C4_18,2285,0.9925992480199874,0.9962790568447307,4,35,5,80
MB_C4_17,4628,0.9733694558703567,0.9865025466893039,2,35,5,80
MB_C4_15,1135,0.9986432250369632,0.9993212285762768,2,35,5,80
MB_C9_23,8332,0.8608287909103491,0.9239751258823511,41,35,5,80
MB_C9_22,18694,0.8865445343441173,0.9383414078869187,36,35,5,80
MB_C9_21,18464,0.8767956851387395,0.9309611680327867,33,35,5,80
MB_C9_20,13773,0.8435199748310689,0.9122575051768854,27,35,5,80
MB_C9_14,10662,0.863754110160371,0.9274357698393704,22,35,5,80
MB_C9_13,3855,0.8787963631254911,0.9362737462597865,22,35,5,80
MB_C9_11,3216,0.8984892575875851,0.9468539257191265,20,35,5,80
MB_C8_12,12617,0.9543314852153878,0.9766809261927752,15,35,5,80
MB_C8_11,4849,0.9297237729194424,0.9638049887141068,18,35,5,80
MB_C8_10,11181,0.9804388696847035,0.9901197552447553,4,35,5,80
MB_C8_09,1146,0.9727825379999999,0.98626,5,35,5,80
MB_C6_48,11070,0.9985302495059122,0.9992645664277997,7,35,5,80
MB_C6_47,12642,0.9969228323923309,0.9984571442315899,4,35,5,80
MB_C5_48,20041,0.9664078024369637,0.9826322499001638,29,35,5,80
MB_C5_46,1998,0.9505498355971478,0.9747909016875148,34,35,5,80
MB_C5_45,4410,0.9645337728278308,0.9818842243172038,33,35,5,80
MB_C5_44,7505,0.9716232395765882,0.9855429434937389,30,35,5,80
MB_C5_43,10292,0.9778497696193286,0.988746264465742,30,35,5,80
MB_C5_42,31734,0.9688493268712505,0.9842101649277046,31,35,5,80
MB_C4_09,290,0.9190854782022873,0.9586894586894587,1,35,5,80
MB_C4_08,146,0.9439348349594447,0.971563088512241,1,35,5,80
MB_C4_07,53,0.8581438578832894,0.9263605442176871,1,35,5,80
MB_C4_06,62,0.9837372748909834,0.9918079720150972,1,35,5,80
MB_C10_49,18501,0.9875113577918331,0.9936929876622972,18,35,5,80
MB_C10_48,9418,0.9871240850451911,0.9935079368616093,19,35,5,80
MB_C10_43,16963,0.9908946552082117,0.9954262420182215,19,35,5,80
MB_C4_03,83,0.9028198936616446,0.9501683501683502,1,35,5,80
MB_C4_02,29,0.7450227400348923,0.8631469979296066,1,35,5,80
MB_C4_01,202,0.7144510088546959,0.8278313253012048,1,35,5,80
MB_C3_50,4545,0.9707193986501742,0.985159360455549,30,35,5,80
MB_C3_49,9751,0.9798466583483614,0.9898251870355858,26,35,5,80
MB_C3_48,9374,0.9747622431957814,0.9872185285934263,26,35,5,80
MB_C3_47,9412,0.9788039381638995,0.9892777073241273,26,35,5,80
MB_C3_46,17027,0.9734527191529381,0.9865808327599824,26,35,5,80
MB_C10_50,10284,0.9842267299304065,0.992058177051446,21,35,5,80
MB_C10_49,12797,0.9927173400286543,0.9963443298392153,19,35,5,80
MB_C10_46,7942,0.9906842863941423,0.9953176117115374,17,35,5,80
MB_C10_45,6612,0.9879626861208787,0.9939382650547881,19,35,5,80
MB_C10_43,3615,0.98938805035321,0.994640718398587,19,35,5,80
MB_C5_42,16822,0.9637722718449323,0.9814037929379257,31,35,5,80
MB_C8_17,5331,0.964922170623682,0.9822036849697007,13,35,5,80
MB_C8_16,6534,0.9652976444765727,0.9820008986561466,12,35,5,80
MB_C8_07,1232,0.9697274768274907,0.9846529362630387,5,35,5,80
MB_C9_01,618,0.8105478897276022,0.8973964390863598,14,35,5,80
MB_C8_50,1520,0.9528097737456676,0.9758754568839737,36,35,5,80
MB_C8_49,2686,0.9703725942510097,0.9848701618434307,32,35,5,80
MB_C8_48,2208,0.9591727036165278,0.9791718885248675,36,35,5,80
MB_C8_47,6239,0.968557872575589,0.9839959995237414,29,35,5,80
MB_C8_46,10439,0.9662999034072245,0.9826268543683506,30,35,5,80
MB_C8_45,11739,0.974839960997122,0.9872235263521968,32,35,5,80
MB_C8_44,18487,0.9487179782329019,0.9736716924261187,38,35,5,80
MB_C2_23,4775,0.9924246263807668,0.9961988304093566,4,35,5,80
MB_C2_22,4358,0.9852017836788696,0.9925234025234024,4,35,5,80
MB_C2_21,7182,1,1,8,35,5,80
MB_C2_20,2391,0.8527555569552925,0.919973544973545,2,35,5,80
MB_C10_50,17285,0.9872592890596588,0.9935890735737768,21,35,5,80
MB_C10_49,7406,0.9906717770395708,0.9953138599717273,18,35,5,80
MB_C5_27,9540,0.9807849275776803,0.9903044527487567,14,35,5,80
MB_C5_26,15278,0.9804446328514943,0.9901323048523208,16,35,5,80
MB_C5_25,15929,0.9665329381480586,0.9828114887632529,16,35,5,80
MB_C5_24,15100,0.9668425282186602,0.9829981220018371,19,35,5,80
MB_C5_18,5474,0.9418372289345747,0.9692243790508808,15,35,5,80
MB_C5_17,1925,0.9790638774836425,0.9894514182600223,11,35,5,80
MB_C5_12,2653,0.9808536299999999,0.9903444444444445,11,35,5,80
MB_C7_17,6270,0.955836570483923,0.9772148454239363,13,35,5,80
MB_C7_16,7292,0.9706926300295898,0.9851682077982367,13,35,5,80
MB_C7_15,12970,0.9656444887461523,0.982536589217631,14,35,5,80
MB_C7_14,17581,0.9674707465779088,0.9835181295754597,14,35,5,80
MB_C7_05,3025,0.9840096048976015,0.9919566340461519,7,35,5,80
MB_C7_04,3176,0.9755755523956445,0.98768663003663,7,35,5,80
MB_C6_44,18631,0.9975256060240973,0.9987603744639895,5,35,5,80
MB_C5_45,1766,0.9584447093134886,0.9784791706589706,33,35,5,80
MB_C5_44,1853,0.9712160704913754,0.985414632664452,28,35,5,80
MB_C5_43,2056,0.9745162813287837,0.9870150591361904,30,35,5,80
MB_C5_42,2108,0.9622604573291689,0.9807640679790279,30,35,5,80
MB_C5_41,4718,0.9729299827137867,0.9862806827193425,27,35,5,80
MB_C5_40,9688,0.9659543637523921,0.9825361395968407,23,35,5,80
MB_C5_39,9806,0.9485791321821845,0.9733705603035756,28,35,5,80
MB_C5_38,23703,0.961921683799189,0.9806545773566301,28,35,5,80
MB_C4_38,10135,0.9954783998191142,0.9977296487966717,5,35,5,80
MB_C4_37,7106,0.9959313313035567,0.9979595241327957,4,35,5,80
MB_C4_36,4804,0.9869751121011409,0.9934080472921434,5,35,5,80
MB_C4_35,6476,0.9883805863660886,0.9941221545094848,5,35,5,80
MB_C4_23,7869,0.9993511716810938,0.999675499626378,3,35,5,80
MB_C4_22,2355,0.993985986010604,0.9969774898085577,3,35,5,80
MB_C4_17,2600,0.9733694558703567,0.9865025466893039,3,35,5,80
MB_C5_35,6642,0.9655463991234867,0.9824715299462174,27,35,5,80
MB_C5_34,8751,0.9624651246045809,0.9808783083908673,28,35,5,80
MB_C5_33,13945,0.9693353829458874,0.9842995423673311,23,35,5,80
MB_C5_32,11852,0.9738211295709532,0.9867320843824247,23,35,5,80
MB_C5_26,4760,0.9632000222938698,0.98133879966183,19,35,5,80
MB_C5_25,5798,0.9681660526821988,0.9838491715993901,17,35,5,80
MB_C5_16,2152,0.9812555959573593,0.9905588175395408,12,35,5,80
MB_C7_27,7031,0.9647415909136065,0.9820861995465232,19,35,5,80
MB_C7_26,4968,0.9670503705451029,0.9833153257281917,16,35,5,80
MB_C7_25,8980,0.975122145788704,0.9874064093151682,17,35,5,80
MB_C7_24,3362,0.9627363470011799,0.9810379523941354,16,35,5,80
MB_C7_23,7155,0.959500270775377,0.979386131282406,19,35,5,80
MB_C7_22,10261,0.9587979164815204,0.9789930145100872,18,35,5,80
MB_C7_21,3556,0.9654820344843669,0.9825019136941802,22,35,5,80
MB_C7_20,5821,0.9682047757038529,0.9838717703349282,13,35,5,80
MB_C6_28,2377,0.9813877890542458,0.9905666171591397,4,35,5,80
MB_C6_27,2468,0.9982837524363004,0.9991411629245827,4,35,5,80
MB_C6_26,4579,0.9563019118177889,0.9776541580973475,3,35,5,80
MB_C6_25,2353,0.8992108370987655,0.9467722222222222,3,35,5,80
MB_C6_24,2493,0.9674360143875905,0.9832347610640602,4,35,5,80
MB_C6_23,4591,0.995200957354483,0.9975923327458069,5,35,5,80
MB_C5_49,13434,0.9758981345691276,0.9877854152115001,28,35,5,80
MB_C1_38,11616,0.9682036847247113,0.9837186379928314,30,35,5,80
MB_C1_37,11559,0.9618580649443966,0.9805130671797339,34,35,5,80
MB_C1_36,6653,0.972735300925926,0.9862037037037038,30,35,5,80
MB_C1_35,11292,0.9714073128012138,0.9854644476838353,30,35,5,80
MB_C1_34,12036,0.9749807339694431,0.9873338090025279,31,35,5,80
MB_C1_33,8642,0.9808040738802644,0.9901587301587299,28,35,5,80
MB_C1_32,8480,0.9791040738802643,0.9893894993894994,27,35,5,80
MB_C1_31,8462,0.9683168166166011,0.9838298374905519,30,35,5,80
MB_C1_17,3487,0.9901499999999999,0.995,13,35,5,80
MB_C1_16,1880,0.9822278034979424,0.9908796296296297,14,35,5,80
MB_C1_15,3362,0.9672333333333333,0.9833333333333335,15,35,5,80
MB_C1_14,4255,0.9788928571428571,0.9892857142857144,14,35,5,80
MB_C1_09,567,0.9691,0.9842857142857142,8,35,5,80
MB_C1_08,604,0.9683333333333334,0.9833333333333334,6,35,5,80
MB_C5_39,9831,0.9451094106906529,0.9710754124257183,29,35,5,80
MB_C5_38,11858,0.9616927460767042,0.9805635982577768,27,35,5,80
MB_C5_05,626,0.9724229289384272,0.9860577357700088,5,35,5,80
MB_C7_25,6660,0.9698618248207381,0.9847333060204768,15,35,5,80
MB_C7_24,18925,0.9677995655043391,0.9836880535518273,20,35,5,80
MB_C7_23,8871,0.9650836040331939,0.9823271635377406,19,35,5,80
MB_C7_22,5033,0.96791828198986,0.9837154377046757,19,35,5,80
MB_C7_21,12020,0.9650596529352633,0.9822813003578874,20,35,5,80
MB_C7_20,4829,0.9667820388343518,0.9831563072003658,13,35,5,80
MB_C7_19,2009,0.9744918621880785,0.9870517196297277,12,35,5,80
MB_C7_18,7073,0.9467580363108389,0.9727261614401858,14,35,5,80
MB_C6_26,3372,0.9563353811807702,0.9776699045509677,3,35,5,80
MB_C6_25,2818,0.8992108370987655,0.9467722222222222,3,35,5,80
MB_C6_24,3357,0.9677338319468201,0.9833381752367469,4,35,5,80
MB_C6_23,3459,0.9951541050014298,0.9975690046141082,3,35,5,80
MB_C6_18,2114,0.9902214591134685,0.995078251760626,2,35,5,80
MB_C6_17,1941,0.9641828412908182,0.9817594939451052,2,35,5,80
MB_C6_16,577,0.9511233986419753,0.9752555555555555,1,35,5,80
MB_C6_33,3861,0.9984094625242133,0.9992037286591782,5,35,5,80
MB_C6_32,9246,0.9891427855848914,0.9945186135735347,4,35,5,80
MB_C6_31,5331,0.9899755510979039,0.9949432803236792,4,35,5,80
MB_C6_30,2846,0.9986397554143314,0.9993193008637453,3,35,5,80
MB_C6_29,6997,0.9951879141363116,0.9975883539338983,4,35,5,80
MB_C6_28,8428,0.9813516207313585,0.9905666171591396,4,35,5,80
MB_C6_27,6265,0.9982837524363004,0.9991411629245827,4,35,5,80
MB_C6_26,3510,0.9563437497311702,0.9776738411643727,3,35,5,80
MB_C6_25,4276,0.8992108370987655,0.9467722222222222,3,35,5,80
MB_C6_24,4468,0.9676526366510216,0.9833091167088845,5,35,5,80
MB_C6_23,4716,0.9951097537674567,0.9975469928305767,3,35,5,80
MB_C6_22,6129,0.9834527627545594,0.9916258436447288,3,35,5,80
MB_C6_21,5111,0.9974115657932837,0.9987037937063903,3,35,5,80
MB_C6_20,727,0.9737730486577985,0.9867158499287932,1,35,5,80
MB_C6_19,1560,0.9414894963959057,0.9698355506282336,1,35,5,80
MB_C6_18,1144,0.990101521164676,0.9950193955214227,3,35,5,80
MB_C6_15,2383,0.9918696476231514,0.99591193976991,3,35,5,80
MB_C6_14,1688,0.9749007463323723,0.9872918323444562,2,35,5,80
MB_C6_13,726,0.9523904043968245,0.9756014899673224,2,35,5,80
MB_C6_12,210,0.9807821186419754,0.9903444444444445,1,35,5,80
MB_C6_11,115,0.5966532544444444,0.7724333333333333,1,35,5,80
MB_C6_10,74,0.771965347855394,0.8786155859392627,1,35,5,80
MB_C6_09,1063,0.8802642039804578,0.9362740159732494,1,35,5,80
MB_C6_08,130,0.9035491654392944,0.9505520319473808,1,35,5,80
MB_C6_07,139,0.7263022401719393,0.852233676975945,1,35,5,80
MB_C6_06,93,0.6007581916624034,0.7244824265767935,1,35,5,80
MB_C6_05,52,0.644628669497237,0.770597988726937,1,35,5,80
MB_C6_04,486,0.6060078328934266,0.7784650492433342,1,35,5,80
MB_C6_03,28,0.7748107106884106,0.8721264367816092,1,35,5,80
MB_C6_02,33,0.6119978203675468,0.7823028955382607,1,35,5,80
MB_C5_48,8867,0.9656547647615094,0.9825060688012447,32,35,5,80
MB_C3_47,6279,0.9783278508806468,0.9890191708963649,26,35,5,80
MB_C3_46,9877,0.9723182576378624,0.9859168414431572,28,35,5,80
MB_C3_45,19383,0.9727377858911369,0.9861733071455295,28,35,5,80
MB_C3_44,15131,0.9750201647040805,0.9872974159062227,26,35,5,80
MB_C3_33,12219,0.9861387251933023,0.9930308463088636,21,35,5,80
MB_C3_32,12278,0.9813211051776546,0.9905726297696112,17,35,5,80
MB_C3_26,11889,0.9724502721370427,0.9860427384355137,17,35,5,80
MB_C7_46,8307,0.9435745796611265,0.9703343350296384,34,35,5,80
MB_C7_45,14513,0.9741588518290251,0.9869033453770509,26,35,5,80
MB_C7_44,26946,0.9644423739011988,0.98182706582284,29,35,5,80
MB_C7_43,19041,0.9716712925291898,0.9856417402268534,27,35,5,80
MB_C7_34,8705,0.9518312384166128,0.975312002684341,27,35,5,80
MB_C7_33,14493,0.9603113010781573,0.9797973596480195,23,35,5,80
MB_C7_30,6007,0.9322299321454122,0.9646220269882286,20,35,5,80
MB_C10_34,2119,0.9882707526390123,0.9940953663089153,17,35,5,80
MB_C10_33,3084,0.9900561816303894,0.9949974971675765,12,35,5,80
MB_C10_32,4531,0.9932251967550911,0.9965923310932667,13,35,5,80
MB_C10_31,3741,0.9916684450398355,0.9958177631392803,15,35,5,80
MB_C10_30,4479,0.9894373018133213,0.9946970680412369,10,35,5,80
MB_C10_29,8805,0.9852732381418785,0.9925949241008283,14,35,5,80
MB_C10_28,16116,0.9907561533333333,0.9953555555555555,12,35,5,80
MB_C10_27,13570,0.994568418888889,0.9972777777777778,11,35,5,80
MB_C10_23,13374,0.9883008453649568,0.994114594852659,11,35,5,80
MB_C10_22,7352,0.9817852470780672,0.9907634623387431,12,35,5,80
MB_C10_21,6157,0.9840871013363327,0.9919840770476539,12,35,5,80
MB_C10_20,4484,0.9827877192953814,0.9913295313756174,10,35,5,80
MB_C10_11,3159,0.9850379328612507,0.9924697583405873,9,35,5,80
MB_C10_10,1556,0.9729174113429179,0.9862390749601276,3,35,5,80
MB_C10_05,1936,0.9537018021296867,0.9760026175213675,4,35,5,80
MB_C10_01,21,0.9135790309553808,0.954426458301171,6,35,5,80
MB_C9_50,1012,0.8364077717684719,0.9111894753481432,60,35,5,80
MB_C9_49,850,0.8825564657387472,0.9366655277673945,54,35,5,80
MB_C9_48,1019,0.8615958169822393,0.9252018193175774,59,35,5,80
MB_C9_47,1168,0.89663149422581,0.9455477288590297,52,35,5,80
MB_C9_46,2557,0.8732092281540975,0.9321319087553527,61,35,5,80
MB_C9_45,5413,0.9069754435083798,0.9507507010785825,47,35,5,80
MB_C9_44,9919,0.8450198081231377,0.9150429859942646,60,35,5,80
MB_C9_43,27204,0.8932592005483463,0.9432667692097289,52,35,5,80
MB_C4_14,3826,0.787812845,0.8793500000000001,3,35,5,80
MB_C4_13,4261,0.943022845,0.97065,3,35,5,80
MB_C4_12,1087,0.8980555724322161,0.9461253032681605,2,35,5,80
