Instancia,Tempo(ms),Utilizacao,Recipientes,TamanhoDoBando,TamanhoDoVoo,IteracoesMaximas
CLASS02_100_07,12018,0.7504225308641975,4,35,5,80
CLASS02_100_06,11747,0.8918777777777778,4,35,5,80
CLASS02_100_05,8296,0.780625,4,35,5,80
CLASS02_080_09,7148,0.7523361111111111,4,35,5,80
CLASS02_080_08,4692,0.9598090534979424,3,35,5,80
CLASS02_080_03,4678,0.7687259259259259,3,35,5,80
CLASS02_100_04,23924,0.7601114197530864,4,35,5,80
CLASS02_100_03,11026,0.9767176954732509,3,35,5,80
CLASS02_080_05,11016,0.7920592592592591,3,35,5,80
CLASS10_060_04,2634,0.9835629442857142,8,35,5,80
CLASS10_060_03,12508,0.9101799681818185,11,35,5,80
CLASS10_060_02,9730,0.9816445781818183,12,35,5,80
CLASS10_060_01,12175,0.9143802654545456,11,35,5,80
CLASS10_040_10,12087,0.8709369975000001,8,35,5,80
CLASS10_040_09,6292,0.9396159957142858,8,35,5,80
CLASS10_040_08,4337,0.8565763742857143,7,35,5,80
CLASS10_040_07,5250,0.8544778600000001,7,35,5,80
CLASS10_040_01,2792,0.86719959625,8,35,5,80
CLASS10_020_10,2972,0.96522658,2,35,5,80
CLASS10_020_09,1694,0.825652592,5,35,5,80
CLASS10_020_08,1489,0.94311698,3,35,5,80
CLASS10_020_05,1897,0.7555908250000001,4,35,5,80
CLASS10_020_04,1070,0.7863623975,4,35,5,80
CLASS10_020_03,1237,0.8237888124999999,4,35,5,80
CLASS10_060_10,29142,0.885521775,8,35,5,80
CLASS10_100_09,14134,0.9333819918749999,16,35,5,80
CLASS10_100_08,19657,0.9394527016666666,19,35,5,80
CLASS10_100_04,11669,0.9399904094117648,17,35,5,80
CLASS03_020_09,4544,0.79997234375,5,35,5,80
CLASS03_020_08,2762,0.76186064453125,4,35,5,80
CLASS03_020_07,9364,0.79013837890625,4,35,5,80
CLASS03_020_06,8240,0.911882890625,5,35,5,80
CLASS01_060_04,8872,0.9412999999999999,19,35,5,80
CLASS01_060_03,10189,0.9343947368421052,20,35,5,80
CLASS01_040_04,6274,0.9355923076923077,13,35,5,80
CLASS03_040_05,4505,0.91173421875,10,35,5,80
CLASS03_040_04,1259,0.888099826388889,9,35,5,80
CLASS03_040_03,11556,0.8875945312500001,11,35,5,80
CLASS03_040_02,7566,0.87080849609375,8,35,5,80
CLASS03_040_01,6580,0.8928810546874999,7,35,5,80
CLASS03_020_10,1039,0.87527546875,5,35,5,80
CLASS03_020_09,5050,0.80633984375,5,35,5,80
CLASS03_020_08,1139,0.76210205078125,4,35,5,80
CLASS01_040_07,10757,0.9579818181818183,12,35,5,80
CLASS01_040_06,4413,0.9397000000000001,12,35,5,80
CLASS01_040_05,4936,0.9670142857142857,15,35,5,80
CLASS01_040_04,3259,0.9348692307692308,13,35,5,80
CLASS01_020_05,2371,0.8483333333333333,6,35,5,80
CLASS01_020_04,719,0.898,6,35,5,80
CLASS01_020_02,582,0.8217800000000001,5,35,5,80
CLASS03_040_10,5779,0.9316643973214286,8,35,5,80
CLASS03_040_09,8430,0.9245772321428571,7,35,5,80
CLASS03_040_08,4724,0.98787078125,11,35,5,80
CLASS03_040_07,2255,0.8810389160156251,8,35,5,80
CLASS10_100_07,12463,0.9788195676923078,14,35,5,80
CLASS10_100_06,11109,0.9222189269230768,13,35,5,80
CLASS10_100_03,7234,0.991617374,16,35,5,80
CLASS02_100_09,7781,0.7752456790123456,4,35,5,80
CLASS02_100_08,12489,0.804704012345679,4,35,5,80
CLASS02_100_07,12293,0.7504225308641975,4,35,5,80
CLASS02_100_06,13200,0.8918777777777778,4,35,5,80
CLASS02_080_09,5566,0.7523361111111111,4,35,5,80
CLASS02_080_08,3615,0.9598090534979424,3,35,5,80
CLASS02_080_03,4690,0.7687259259259259,3,35,5,80
CLASS05_060_06,5426,0.9811816392857143,15,35,5,80
CLASS05_060_05,14116,0.9565096678571428,15,35,5,80
CLASS05_060_04,11651,0.9433866575,16,35,5,80
CLASS05_060_03,17368,0.9428978662499999,16,35,5,80
CLASS05_040_08,9166,0.9344688584615384,14,35,5,80
CLASS05_040_07,4407,0.8916214520000001,10,35,5,80
CLASS05_040_02,3748,0.9809689477777778,10,35,5,80
CLASS09_080_02,2553,0.9039504531578948,39,35,5,80
CLASS09_080_01,3511,0.9067483605405403,40,35,5,80
CLASS09_060_10,3250,0.832138589375,34,35,5,80
CLASS09_060_09,4457,0.879439556896552,31,35,5,80
CLASS09_060_08,4516,0.8295772254838713,34,35,5,80
CLASS09_060_07,4327,0.9091229796153848,29,35,5,80
CLASS09_060_06,12414,0.8771648284615381,29,35,5,80
CLASS09_060_05,11671,0.9083168223076925,28,35,5,80
CLASS09_040_10,3959,0.7871173508695652,25,35,5,80
CLASS09_040_09,7345,0.891896023125,18,35,5,80
CLASS09_040_08,6351,0.8197776585,21,35,5,80
CLASS09_040_07,2900,0.8972905335294117,18,35,5,80
CLASS09_040_04,4396,0.8828197684999999,21,35,5,80
CLASS09_040_03,5382,0.8707716019999998,21,35,5,80
CLASS09_040_01,1800,0.9125450123529409,18,35,5,80
CLASS10_080_10,15178,0.9349303321428571,14,35,5,80
CLASS10_080_09,20937,0.9436384699999999,12,35,5,80
CLASS10_060_10,14085,0.8848575,8,35,5,80
CLASS09_020_01,362,0.65912009,14,35,5,80
CLASS08_100_10,6294,0.9571272067857143,29,35,5,80
CLASS08_100_09,10332,0.9587387616666666,25,35,5,80
CLASS08_100_08,24113,0.9631113516,26,35,5,80
CLASS08_060_07,14350,0.9154297253846154,13,35,5,80
CLASS08_060_06,14386,0.9880909669230771,14,35,5,80
CLASS08_060_02,9080,0.9325974913333334,15,35,5,80
CLASS02_080_02,7872,0.8182917695473252,3,35,5,80
CLASS02_080_01,9982,0.7591259259259259,3,35,5,80
CLASS02_060_10,5370,0.7057053497942386,3,35,5,80
CLASS02_060_09,6610,0.93245,2,35,5,80
CLASS10_100_07,16531,0.97892564,14,35,5,80
CLASS10_100_06,12895,0.92232857,13,35,5,80
CLASS10_100_03,5663,0.9916434953333333,16,35,5,80
CLASS09_080_02,3646,0.9047013747368421,41,35,5,80
CLASS09_080_01,11670,0.9061045145945946,41,35,5,80
CLASS09_060_10,21506,0.8310059631249997,34,35,5,80
CLASS09_060_09,20014,0.8791045975862071,30,35,5,80
CLASS09_040_09,6509,0.8841825968749999,18,35,5,80
CLASS09_040_08,9177,0.8198882765000001,22,35,5,80
CLASS09_040_03,8084,0.8696518579999999,21,35,5,80
CLASS07_100_05,5467,0.9628597818181821,23,35,5,80
CLASS07_100_04,8019,0.9645691247826085,24,35,5,80
CLASS07_100_03,11741,0.978539332857143,22,35,5,80
CLASS07_100_02,18225,0.9495504670833333,24,35,5,80
CLASS07_080_10,11415,0.9464200395238097,22,35,5,80
CLASS07_080_09,9725,0.9750623239999999,21,35,5,80
CLASS07_080_02,7526,0.9287161654545454,22,35,5,80
CLASS10_060_04,12533,0.9835630185714285,8,35,5,80
CLASS10_060_03,12797,0.9097674536363637,11,35,5,80
CLASS10_060_02,7025,0.9815875963636362,11,35,5,80
CLASS10_060_01,11240,0.9143913963636364,11,35,5,80
CLASS10_040_01,2861,0.86829619625,8,35,5,80
CLASS10_020_10,2000,0.96522658,3,35,5,80
CLASS10_020_02,1148,0.7088566833333334,3,35,5,80
CLASS01_080_05,11046,0.9638833333333333,25,35,5,80
CLASS01_080_04,31528,0.959016,26,35,5,80
CLASS10_100_05,15788,0.9527493876470589,18,35,5,80
CLASS01_100_01,20052,0.9611678571428571,28,35,5,80
CLASS10_100_07,14339,0.9788906676923077,14,35,5,80
CLASS10_100_06,9808,0.9225290546153846,13,35,5,80
CLASS10_100_03,7464,0.9916717233333334,16,35,5,80
CLASS08_040_09,10180,0.93563953375,8,35,5,80
CLASS07_060_08,7116,0.945145626,16,35,5,80
CLASS07_060_07,18420,0.9307942223076923,13,35,5,80
CLASS05_100_10,17502,0.9556527896666668,31,35,5,80
CLASS05_100_09,8592,0.9431853926923076,26,35,5,80
CLASS05_100_08,3525,0.9550366785185185,28,35,5,80
CLASS08_100_07,1982,0.9665650434782608,24,35,5,80
CLASS08_100_06,3583,0.9668962043478261,24,35,5,80
CLASS08_100_05,9089,0.9437045267999998,25,35,5,80
CLASS08_100_04,27264,0.9610992680769231,27,35,5,80
CLASS04_040_04,754,0.55043488,2,35,5,80
CLASS02_100_02,26953,0.785679012345679,4,35,5,80
CLASS10_080_04,10030,0.990957556923077,14,35,5,80
CLASS10_080_03,12759,0.9074887209090909,11,35,5,80
CLASS10_060_04,19955,0.9835486099999999,8,35,5,80
CLASS07_040_10,2289,0.8996366409090908,11,35,5,80
CLASS07_040_09,1645,0.9858274928571429,8,35,5,80
CLASS07_040_08,9038,0.926384973,10,35,5,80
CLASS07_040_07,4797,0.8874695559999999,10,35,5,80
CLASS07_040_06,4994,0.92490757,10,35,5,80
CLASS07_040_05,7909,0.96820896875,9,35,5,80
CLASS07_040_04,8384,0.9029948541666667,12,35,5,80
CLASS07_040_03,7153,0.8938727499999999,9,35,5,80
CLASS06_060_01,4994,0.9016071358024691,2,35,5,80
CLASS06_040_10,2015,0.8820966400000001,1,35,5,80
CLASS06_040_09,1025,0.8706963456790123,1,35,5,80
CLASS06_040_08,1370,0.5756605,2,35,5,80
CLASS06_040_07,2866,0.4998265839506173,2,35,5,80
CLASS06_040_06,48,0.9511233986419753,1,35,5,80
CLASS05_100_09,9056,0.9446431919230771,28,35,5,80
CLASS10_080_01,4732,0.9613546041666666,12,35,5,80
CLASS10_060_10,3824,0.8855393675,8,35,5,80
CLASS10_060_09,4479,0.9784537200000001,8,35,5,80
CLASS10_060_08,5454,0.9908309733333335,10,35,5,80
CLASS10_060_07,12377,0.9945795300000001,10,35,5,80
CLASS10_060_06,6107,0.9120036533333334,12,35,5,80
CLASS10_060_05,7118,0.87903905375,8,35,5,80
CLASS10_060_04,5955,0.9835548071428571,7,35,5,80
CLASS10_040_05,3715,0.8315203333333332,6,35,5,80
CLASS10_040_04,2678,0.87134022,6,35,5,80
CLASS10_040_03,6893,0.9911652437500001,10,35,5,80
CLASS10_040_02,2171,0.9079737585714287,7,35,5,80
CLASS10_020_04,1034,0.7874920475,4,35,5,80
CLASS10_020_03,2513,0.8236993125000001,4,35,5,80
CLASS10_020_02,822,0.7084736433333333,3,35,5,80
CLASS07_100_06,24263,0.9336026323076922,26,35,5,80
CLASS03_100_08,17055,0.989571688988095,22,35,5,80
CLASS03_100_07,21006,0.9516515008223685,20,35,5,80
CLASS03_080_04,20356,0.941406663602941,17,35,5,80
CLASS07_060_08,7505,0.9459080753333333,16,35,5,80
CLASS07_060_07,16619,0.9308066992307692,13,35,5,80
CLASS07_060_06,15985,0.913091043846154,13,35,5,80
CLASS10_100_09,19429,0.9337387081249999,16,35,5,80
CLASS10_100_08,7730,0.9389628694444444,18,35,5,80
CLASS10_100_04,6248,0.9404804152941177,17,35,5,80
CLASS10_060_09,4591,0.9784899200000001,8,35,5,80
CLASS10_060_08,12198,0.9908402466666666,10,35,5,80
CLASS10_060_07,23064,0.9945854922222223,10,35,5,80
CLASS10_060_06,13650,0.912572115,12,35,5,80
CLASS10_040_03,1885,0.99120486125,9,35,5,80
CLASS10_040_02,4868,0.9078459071428571,8,35,5,80
CLASS10_020_04,6532,0.7863672325,4,35,5,80
CLASS07_060_08,1307,0.9455416099999998,16,35,5,80
CLASS07_060_07,512,0.9299499130769232,14,35,5,80
CLASS07_060_06,4941,0.9103751407692309,13,35,5,80
CLASS07_060_05,2550,0.9138845338461538,13,35,5,80
CLASS07_060_04,8673,0.972346286923077,14,35,5,80
CLASS07_060_03,10062,0.91976201,15,35,5,80
CLASS07_060_02,8514,0.9259640930769232,13,35,5,80
CLASS07_060_01,11233,0.9582352513333333,16,35,5,80
CLASS06_060_06,2475,0.6461422005555555,2,35,5,80
CLASS06_060_05,2515,0.6343404815432099,2,35,5,80
CLASS06_060_04,5591,0.7601608888888889,2,35,5,80
CLASS06_060_03,2627,0.758240888888889,2,35,5,80
CLASS06_040_04,3079,0.5125910817283951,2,35,5,80
CLASS06_040_03,1903,0.5397369372839507,2,35,5,80
CLASS05_100_07,12377,0.9490137195833332,24,35,5,80
CLASS03_100_08,9046,0.989585863095238,22,35,5,80
CLASS03_100_07,6283,0.9514318462171053,19,35,5,80
CLASS03_100_06,17436,0.9448343912760416,25,35,5,80
CLASS03_100_05,13443,0.9470167224702379,21,35,5,80
CLASS03_080_05,7253,0.9566001464843749,17,35,5,80
CLASS03_080_04,11141,0.9411982536764706,17,35,5,80
CLASS03_080_03,5404,0.9516155273437499,17,35,5,80
CLASS05_080_07,6647,0.9324672608333334,24,35,5,80
CLASS05_080_06,1600,0.9633735972727273,24,35,5,80
CLASS05_080_05,4003,0.9654826790000002,20,35,5,80
CLASS05_080_04,4726,0.9552465485714285,22,35,5,80
CLASS05_080_03,3672,0.9570199489999999,20,35,5,80
CLASS05_080_02,9121,0.9370761690476191,21,35,5,80
CLASS05_080_01,10341,0.9363916764999999,21,35,5,80
CLASS05_060_10,8413,0.9400312421052632,20,35,5,80
CLASS05_020_05,408,0.819539558,6,35,5,80
CLASS04_080_04,7522,0.79184128,3,35,5,80
CLASS04_080_03,9471,0.7444296666666667,3,35,5,80
CLASS04_060_10,4621,0.7028347866666667,3,35,5,80
CLASS05_100_01,4608,0.9652797013043477,24,35,5,80
CLASS05_080_10,6207,0.9496064642857143,22,35,5,80
CLASS05_080_09,11243,0.9565698604166665,25,35,5,80
CLASS05_080_08,19577,0.9362663150000001,26,35,5,80
CLASS05_060_09,6889,0.9456132933333332,15,35,5,80
CLASS05_060_08,11369,0.924701715882353,17,35,5,80
CLASS05_040_09,6985,0.9011212644444444,9,35,5,80
CLASS09_080_02,21838,0.9027391363157896,41,35,5,80
CLASS04_080_09,8001,0.9839317866666667,3,35,5,80
CLASS04_080_08,8237,0.92850923,3,35,5,80
CLASS04_080_07,7099,0.93889123,3,35,5,80
CLASS04_080_06,3377,0.8523709866666667,3,35,5,80
CLASS04_080_05,2273,0.74860588,3,35,5,80
CLASS04_080_04,4537,0.79184128,3,35,5,80
CLASS04_080_03,4066,0.7444296666666667,3,35,5,80
CLASS04_080_02,4434,0.7654934166666667,3,35,5,80
CLASS04_060_04,2927,0.9668678450000001,2,35,5,80
CLASS04_060_03,2585,0.96696448,2,35,5,80
CLASS04_060_02,2010,0.837842,2,35,5,80
CLASS04_060_01,2047,0.6747954166666666,3,35,5,80
CLASS04_040_10,326,0.50293378,2,35,5,80
CLASS04_040_09,914,0.5025205,2,35,5,80
CLASS04_040_05,814,0.63015202,2,35,5,80
CLASS09_100_07,1705,0.9019932847727272,47,35,5,80
CLASS09_100_06,1876,0.8871163365306122,51,35,5,80
CLASS09_100_05,1673,0.9241105662790697,45,35,5,80
CLASS09_100_04,2667,0.8771576858823527,56,35,5,80
CLASS09_100_03,9414,0.9110236975000002,46,35,5,80
CLASS09_100_02,4259,0.8858299365217392,49,35,5,80
CLASS09_100_01,10579,0.7887777659615386,54,35,5,80
CLASS09_080_10,14743,0.8371917409302326,44,35,5,80
CLASS08_080_03,7512,0.9413384422222221,18,35,5,80
CLASS08_080_02,3426,0.948108227,21,35,5,80
CLASS08_080_01,8870,0.9456739599999998,19,35,5,80
CLASS08_060_10,3683,0.91747953875,16,35,5,80
CLASS08_060_08,3921,0.9622969439999999,16,35,5,80
CLASS08_060_07,2955,0.9141680330769232,14,35,5,80
CLASS08_060_04,3889,0.9320112392307691,13,35,5,80
CLASS03_100_06,9827,0.943148681640625,24,35,5,80
CLASS03_100_05,5868,0.9456660528273811,21,35,5,80
CLASS03_100_04,5750,0.94188373046875,20,35,5,80
CLASS03_100_03,4959,0.9653112413194445,19,35,5,80
CLASS03_080_08,6590,0.933350596217105,19,35,5,80
CLASS03_080_07,6575,0.9373271175986841,19,35,5,80
CLASS03_080_06,8154,0.9381578559027778,18,35,5,80
CLASS08_040_02,2867,0.9409766190909092,12,35,5,80
CLASS08_040_01,5207,0.9206354070000001,10,35,5,80
CLASS08_020_10,1447,0.7475057150000001,4,35,5,80
CLASS08_020_09,345,0.973228478,6,35,5,80
CLASS08_020_08,682,0.802567266,5,35,5,80
CLASS08_020_07,380,0.785575135,4,35,5,80
CLASS08_020_06,790,0.9045570780000001,6,35,5,80
CLASS08_020_05,1797,0.803675286,5,35,5,80
CLASS07_040_01,3280,0.8974789800000001,9,35,5,80
CLASS07_020_10,1087,0.7924507475,4,35,5,80
CLASS07_020_09,931,0.9300562280000001,6,35,5,80
CLASS07_020_08,460,0.8842002680000001,6,35,5,80
CLASS05_060_09,6089,0.9450250053333334,15,35,5,80
CLASS05_060_08,5963,0.9273348570588235,17,35,5,80
CLASS05_060_03,5506,0.9420611662499999,16,35,5,80
CLASS01_100_01,21689,0.9611678571428571,28,35,5,80
CLASS10_100_09,9955,0.932720181875,16,35,5,80
CLASS10_100_08,8191,0.9396068749999998,18,35,5,80
CLASS10_100_04,10152,0.9395421858823532,17,35,5,80
CLASS04_080_09,5870,0.9839317866666667,3,35,5,80
CLASS04_080_08,12492,0.92850923,3,35,5,80
CLASS04_080_07,12178,0.93889123,3,35,5,80
CLASS04_080_06,16091,0.8523709866666667,3,35,5,80
CLASS04_060_01,9021,0.6747954166666666,3,35,5,80
CLASS04_040_10,6860,0.50293378,2,35,5,80
CLASS04_040_07,1244,0.513138205,2,35,5,80
CLASS02_100_10,3647,0.9086694444444444,4,35,5,80
CLASS02_100_09,25277,0.7752456790123456,4,35,5,80
CLASS02_100_08,13894,0.804704012345679,4,35,5,80
CLASS02_100_07,8581,0.7504225308641975,4,35,5,80
CLASS02_080_09,4288,0.7523361111111111,4,35,5,80
CLASS02_080_08,5826,0.9598090534979424,3,35,5,80
CLASS02_080_04,3318,0.8341744855967078,3,35,5,80
CLASS08_040_02,4227,0.9413976390909091,12,35,5,80
CLASS08_040_01,3391,0.921136733,10,35,5,80
CLASS08_020_10,3732,0.7493590249999998,4,35,5,80
CLASS08_020_09,2691,0.97302947,6,35,5,80
CLASS08_020_08,1275,0.802568934,5,35,5,80
CLASS08_020_07,5606,0.785576895,4,35,5,80
CLASS08_020_06,1232,0.9054537660000002,6,35,5,80
CLASS08_020_05,1970,0.80103799,5,35,5,80
CLASS06_080_02,7184,0.6844234752674896,3,35,5,80
CLASS06_080_01,7930,0.6708270250617284,3,35,5,80
CLASS06_060_10,4603,0.6671478811522634,3,35,5,80
CLASS06_060_09,4585,0.6877483024691358,2,35,5,80
CLASS06_020_01,23,0.35614371604938266,1,35,5,80
CLASS05_100_10,9887,0.9546331036666669,32,35,5,80
CLASS05_100_08,5921,0.9535618466666667,27,35,5,80
CLASS03_060_01,15072,0.9397476283482143,14,35,5,80
CLASS03_040_10,6298,0.9321639508928571,7,35,5,80
CLASS03_040_09,9086,0.9244226562500001,8,35,5,80
CLASS03_040_08,7568,0.9878169531250001,11,35,5,80
CLASS01_100_08,11113,0.9619593750000001,33,35,5,80
CLASS01_100_07,8742,0.9637178571428572,28,35,5,80
CLASS01_100_03,7829,0.978,28,35,5,80
CLASS09_060_04,11712,0.8815073146428574,30,35,5,80
CLASS09_060_03,13726,0.7832775911764707,36,35,5,80
CLASS09_060_02,13078,0.852986668125,35,35,5,80
CLASS09_060_01,10235,0.8969575896774196,35,35,5,80
CLASS09_040_07,6430,0.8824653970588234,17,35,5,80
CLASS09_040_06,4527,0.7837955133333335,22,35,5,80
CLASS09_040_01,9448,0.9113794382352942,19,35,5,80
CLASS03_100_05,5930,0.9456654575892858,21,35,5,80
CLASS03_100_04,9102,0.9417467773437499,20,35,5,80
CLASS03_100_03,10529,0.9653992187500001,18,35,5,80
CLASS03_100_02,17273,0.9792344122023812,22,35,5,80
CLASS03_060_10,11231,0.9476928124999999,15,35,5,80
CLASS03_060_09,4264,0.9409273763020832,12,35,5,80
CLASS03_060_04,4909,0.9249029146634614,13,35,5,80
CLASS10_100_08,25739,0.9395396616666667,18,35,5,80
CLASS10_100_07,17806,0.9788892384615385,13,35,5,80
CLASS10_100_04,2963,0.9395923858823529,17,35,5,80
CLASS07_100_10,14111,0.9494524060714286,30,35,5,80
CLASS03_060_03,4878,0.9240545673076923,13,35,5,80
CLASS03_060_02,7552,0.9251873697916667,12,35,5,80
CLASS03_060_01,6449,0.9408508649553573,14,35,5,80
CLASS03_040_10,3212,0.9323933035714287,8,35,5,80
CLASS03_040_09,4109,0.92442109375,7,35,5,80
CLASS03_040_08,3988,0.8912156960227272,11,35,5,80
CLASS03_040_07,8805,0.8791425292968749,8,35,5,80
CLASS01_040_07,7230,0.9580000000000001,11,35,5,80
CLASS01_040_06,7254,0.9390818181818182,11,35,5,80
CLASS01_040_05,8325,0.9671857142857142,15,35,5,80
CLASS01_040_04,4470,0.9349000000000001,14,35,5,80
CLASS01_020_07,2182,0.8437666666666668,6,35,5,80
CLASS01_020_06,3312,0.8850750000000001,8,35,5,80
CLASS01_020_02,1057,0.8217800000000001,5,35,5,80
CLASS05_060_10,3390,0.9397398894736844,22,35,5,80
CLASS05_060_09,2988,0.9453710253333335,15,35,5,80
CLASS05_060_08,7080,0.9270608499999998,17,35,5,80
CLASS05_060_07,2945,0.9345188900000001,13,35,5,80
CLASS05_060_06,5776,0.9810524092857145,15,35,5,80
CLASS05_060_05,12347,0.9562066149999999,15,35,5,80
CLASS05_060_04,7691,0.9452161625,17,35,5,80
CLASS05_060_03,7675,0.9432917699999999,17,35,5,80
CLASS05_040_09,4854,0.9008259288888889,9,35,5,80
CLASS05_040_08,4181,0.9335518061538461,16,35,5,80
CLASS05_040_07,5497,0.891144956,10,35,5,80
CLASS05_040_06,1605,0.955072632222222,10,35,5,80
CLASS05_020_09,1524,0.8298407083333333,6,35,5,80
CLASS05_020_08,1948,0.79623475,5,35,5,80
CLASS05_020_06,205,0.8371548085714285,7,35,5,80
CLASS09_060_04,27788,0.8821219939285713,31,35,5,80
CLASS09_060_03,32838,0.781661555882353,35,35,5,80
CLASS09_040_03,9948,0.868977443,21,35,5,80
CLASS10_100_02,23199,0.9556453733333333,15,35,5,80
CLASS01_080_03,24149,0.9459666666666666,25,35,5,80
CLASS01_080_02,14445,0.948292,25,35,5,80
CLASS10_100_10,12449,0.9293555373333334,15,35,5,80
CLASS04_100_04,2906,0.7505469825,4,35,5,80
CLASS04_100_03,2290,0.89211392,3,35,5,80
CLASS04_100_02,8060,0.776210205,4,35,5,80
CLASS04_100_01,11123,0.92030243,3,35,5,80
CLASS04_080_10,6247,0.7843974966666667,3,35,5,80
CLASS04_080_09,9362,0.9839317866666667,3,35,5,80
CLASS04_080_08,11667,0.92850923,3,35,5,80
CLASS04_080_07,10942,0.93889123,3,35,5,80
CLASS04_060_07,3542,0.676239845,2,35,5,80
CLASS04_060_06,2350,0.7966810449999999,2,35,5,80
CLASS04_060_05,3278,0.774318245,2,35,5,80
CLASS04_060_04,1223,0.9668678450000001,2,35,5,80
CLASS04_040_09,582,0.5025205,2,35,5,80
CLASS04_040_08,803,0.67416802,2,35,5,80
CLASS04_040_07,811,0.513138205,2,35,5,80
CLASS09_100_01,8695,0.7874537067307692,53,35,5,80
CLASS09_080_10,15311,0.8377473074418607,47,35,5,80
CLASS04_080_09,20939,0.9839317866666667,3,35,5,80
CLASS04_040_02,2581,0.5098,2,35,5,80
CLASS04_040_01,4276,0.8042502400000001,1,35,5,80
CLASS01_080_07,16903,0.9716518518518519,28,35,5,80
CLASS02_100_10,9421,0.9086694444444444,4,35,5,80
CLASS02_100_09,6033,0.7752456790123456,4,35,5,80
CLASS02_100_08,18636,0.804704012345679,4,35,5,80
CLASS02_100_07,8734,0.7504225308641975,4,35,5,80
CLASS02_080_10,8956,0.8279325102880658,3,35,5,80
CLASS02_080_09,4105,0.7523361111111111,4,35,5,80
CLASS02_080_05,6463,0.7920592592592591,3,35,5,80
CLASS01_100_01,3979,0.9608535714285715,30,35,5,80
CLASS01_080_10,10799,0.9543920000000001,26,35,5,80
CLASS01_080_09,16033,0.9450034482758621,30,35,5,80
CLASS01_080_08,12234,0.961837037037037,27,35,5,80
CLASS01_040_06,11401,0.9385363636363636,12,35,5,80
CLASS01_040_05,7970,0.9673428571428572,15,35,5,80
CLASS01_040_04,3487,0.9348384615384616,14,35,5,80
CLASS08_040_09,7796,0.9354615712500001,9,35,5,80
CLASS08_040_08,8583,0.8916232089999999,10,35,5,80
CLASS08_040_07,14110,0.9706614144444445,10,35,5,80
CLASS03_080_02,20063,0.9880004150390624,17,35,5,80
CLASS03_080_01,8067,0.9305779541015625,16,35,5,80
CLASS03_060_06,9303,0.9079072591145835,12,35,5,80
CLASS08_080_05,7966,0.9278083195652175,23,35,5,80
CLASS08_080_04,8739,0.9353922394444445,18,35,5,80
CLASS08_080_03,31136,0.9410090722222222,19,35,5,80
CLASS08_080_02,8834,0.9487146529999999,21,35,5,80
CLASS08_060_03,11285,0.911997422,15,35,5,80
CLASS08_060_02,9518,0.9319847993333333,15,35,5,80
CLASS08_040_10,2073,0.9282877218181818,11,35,5,80
CLASS09_060_07,13558,0.9110863157692306,28,35,5,80
CLASS09_060_06,8372,0.8774383315384616,29,35,5,80
CLASS09_060_05,9931,0.90587468,27,35,5,80
CLASS09_060_04,8547,0.8819053389285714,30,35,5,80
CLASS09_040_04,7412,0.8808645175000003,21,35,5,80
CLASS09_040_03,5011,0.871815539,21,35,5,80
CLASS09_040_01,4238,0.9136590358823531,18,35,5,80
CLASS05_080_05,10263,0.964613168,22,35,5,80
CLASS05_080_04,14600,0.9544351304761904,23,35,5,80
CLASS05_080_03,10153,0.958844608,21,35,5,80
CLASS05_080_02,9981,0.9380276042857142,21,35,5,80
CLASS05_060_02,6505,0.937432568,16,35,5,80
CLASS05_060_01,5864,0.9275563588888889,19,35,5,80
CLASS05_040_10,3085,0.9049153177777778,9,35,5,80
CLASS09_080_10,7418,0.8378544144186046,45,35,5,80
CLASS09_080_09,17046,0.9024196240000001,38,35,5,80
CLASS07_100_02,18801,0.9499348587499999,24,35,5,80
CLASS05_080_04,467,0.9539726952380954,22,35,5,80
CLASS05_080_03,2162,0.958544434,21,35,5,80
CLASS05_080_02,2337,0.9398150338095238,21,35,5,80
CLASS05_080_01,4880,0.9338986605000003,20,35,5,80
CLASS05_060_10,6453,0.940496845263158,21,35,5,80
CLASS05_060_09,11012,0.9453374053333335,15,35,5,80
CLASS05_060_08,16331,0.9249012394117648,17,35,5,80
CLASS05_060_07,5181,0.933574243846154,14,35,5,80
CLASS05_040_06,3026,0.9543096166666667,10,35,5,80
CLASS05_040_05,4755,0.894685016153846,13,35,5,80
CLASS05_040_04,12208,0.9175873890909092,11,35,5,80
CLASS05_040_03,5576,0.9315279450000001,13,35,5,80
CLASS05_020_09,2432,0.8370353516666666,6,35,5,80
CLASS05_020_08,2761,0.796235198,5,35,5,80
CLASS05_020_07,1197,0.812356372,5,35,5,80
CLASS07_100_03,6866,0.9785784004761906,22,35,5,80
CLASS07_100_02,6282,0.9495960870833334,24,35,5,80
CLASS07_100_01,23116,0.968115425,25,35,5,80
CLASS07_080_10,6086,0.9460342757142856,22,35,5,80
CLASS07_080_04,10514,0.9495424042105262,19,35,5,80
CLASS07_080_03,6041,0.9706387866666666,19,35,5,80
CLASS07_060_10,7861,0.9290071717647057,17,35,5,80
CLASS10_080_05,8122,0.96234317,14,35,5,80
CLASS10_080_04,6929,0.990934873846154,14,35,5,80
CLASS10_080_03,5694,0.9083663372727275,11,35,5,80
CLASS07_040_06,9707,0.9247453919999998,11,35,5,80
CLASS07_040_05,11099,0.9681407962499999,8,35,5,80
CLASS05_100_10,19989,0.954908693,31,35,5,80
CLASS08_100_02,3281,0.98661415,24,35,5,80
CLASS08_100_01,16212,0.9748733691304349,24,35,5,80
