Busca do Corvo
Execucao,0
Tempo Decorrido (segundos),12.583
Porcentagem De Utilizacao,0.825083
Quantidade de Recipientes,6
1,0,0,0,0,0
1,0,0,0,0,0
0,0,0,1,0,0
Execucao,9
Tempo Decorrido (segundos),12.4588
Porcentagem De Utilizacao,0.831083
Quantidade de Recipientes,6
1,0,0,0,0,0
1,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,1,0
0,0,0,0,0,1
1,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,0,1
1,0,0,0,0,0
0,1,0,0,0,0
0,0,0,1,0,0
0,0,1,0,0,0
0,0,1,0,0,0
0,1,0,0,0,0
1,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,0
1,0,0,0,0,0
0,0,0,1,0,0
